job_id,user,vc,jobname,gpu_num,cpu_num,state,submit_time,duration,dataset,model,batchsize,amp,speed,gpu_util,gmem_util,gmem,remain,start_time,end_time,ckpt_times,queue,jct,status,nodes,priority,random,profiled,profqueue,toskip,exclusive,rate,sharescore,Tcolocate,Tdelocate
765491,upQci,vcKeu,,8,1,FAILED,13220098,329,ShapeNet,PointNet,128,1,144.304,5.551,4.878,6976.0,0.0,13220098.0,13220428.0,0,0.0,330.0,end,"[{0: [0, 1, 2, 3, 4, 5, 6, 7]}]",10472,0,1,0.0,0,1,1.0,0.0,0.0,0.0
765548,ueztx,vcKeu,,1,3,FAILED,13223786,131,MovieLens,NeuMF,128,0,29773.989,10.483,2.011,2050.0,0.0,13223786.0,13223917.0,0,0.0,131.0,end,[{0: [1]}],-1,0,1,0.0,1,1,1.0,,0.0,0.0
765626,uMkwz,vcKeu,,1,1,FAILED,13251831,199,CIFAR-10,EfficientNet,128,0,3465.072,44.833,16.167,2580.0,0.0,13251831.0,13252030.0,0,0.0,199.0,end,[{0: [0]}],-1,0,1,0.0,1,1,1.0,,0.0,0.0
765634,uMkwz,vcKeu,,1,1,CANCELLED,13252482,25,CIFAR-10,VGG,32,0,2998.72,44.0,23.0,3386.0,0.0,13252482.0,13252507.0,0,0.0,25.0,end,[{1: [0]}],-1,0,1,0.0,1,1,1.0,,0.0,0.0
765638,uMkwz,vcKeu,,1,1,FAILED,13252647,148,ShapeNet,PointNet,32,0,131.491,11.533,9.667,3968.0,0.0,13252647.0,13252795.0,0,0.0,148.0,end,[{1: [0]}],-1,0,1,0.0,1,1,1.0,,0.0,0.0
765646,uMkwz,vcKeu,,1,1,FAILED,13253333,22,ShapeNet,PointNet,128,1,144.304,5.551,4.878,6976.0,0.0,13253333.0,13253355.0,0,0.0,22.0,end,[{0: [0]}],-1,0,1,0.0,1,1,1.0,,0.0,0.0
765647,uMkwz,vcKeu,,1,1,CANCELLED,13253381,135,ShapeNet,PointNet,32,0,131.491,11.533,9.667,3968.0,0.0,13253381.0,13253516.0,0,0.0,135.0,end,[{0: [0]}],-1,0,1,0.0,1,1,1.0,,0.0,0.0
765648,uMkwz,vcKeu,,1,1,FAILED,13253539,196,ShapeNet,PointNet,64,1,135.349,6.24,5.32,4532.0,0.0,13253539.0,13253735.0,0,0.0,196.0,end,[{0: [0]}],-1,0,1,0.0,1,1,1.0,,0.0,0.0
765653,uMkwz,vcKeu,,1,1,FAILED,13254200,116,CIFAR-10,MobileNetV2,64,1,1710.877,41.833,16.167,2528.0,0.0,13254296.0,13254412.0,0,96.0,212.0,end,[{1: [0]}],-1,0,1,96.0,1,1,1.0,,0.0,0.0
765659,uMkwz,vcKeu,,1,1,CANCELLED,13254476,718,CIFAR-10,ResNet18,32,1,1649.038,40.667,20.333,2330.0,0.0,13254476.0,13255195.0,0,13.0,719.0,end,[{0: [0]}],4432,0,1,13.0,0,1,1.0,1.0,0.0,0.0
765680,uMkwz,vcKeu,,1,1,COMPLETED,13255642,794,CIFAR-10,EfficientNet,128,0,3465.072,44.833,16.167,2580.0,0.0,13255642.0,13256437.0,0,5.0,795.0,end,[{0: [0]}],5764,0,1,5.0,0,1,1.0,1.0,0.0,0.0
